ms,split,text,Topic,Count,t1,t2,t3,t4
027,0,يحقق الغاية والمقصد ويصل بالقارء الي معرفة ما حدث في مصر من مجاعات قبل عصر الامام المقريزي وخلال عصره ايضا ثم معرفة اسباب تلك المجاعات انظر المخطوطة ص المبحث الخامس صادرالكتابومطرق الستاد اليها اولا انواع المصادر اعتجد الامام المقريزي في بناء صادة كتابه علي نوعين من المصادر وهما مصدر المشاركة ومصدر النقل من الكتب السايقة المشاركة وقد اعتمد عليها الامام,-1,5193,المقريزي,ابراهيم,بن,محمد
027,2,اتها كانت اشد واصعب من هذه المحن التي نزلت بالناس في هذا الزمان باضعاف مضاعفة وان كانت هذه المحنة مشاهدة وتلك خيرا فنلاحظ ما ذكره المقريزي في عبارته السابقة من تصريح واضح بانه شاهد الاحداث التي كتب عنها التي كانت بالنسبة له محنته عظيمة شاهدها وعاشها ويقول الامام المقريزي تفاقم الامر وجل الخطب وعظم الرزء وعمت البلية وطمت حتي مات,-1,5193,المقريزي,ابراهيم,بن,محمد
027,6,ي ح ق ق,-1,5193,المقريزي,ابراهيم,بن,محمد
028,0,والثاني الحاجة التي اصابت ذلك الشء حتي قل كما حصل في لحوم الابقار بالموت الذري الذي تزل بها في سنة ثمان وثمانماءة من خلال ما ورد ذكره علي سبيل المثال لا الحصر دليل واضح علي المصدر الاول الذي اعتمد عليه الامام المقريزي في بتاء مادة كتابه اغاثة الامة بكشف الفمة ب المءلفات السابقة تعد المءلفات السابقة لاي مءلف تعرض لذكر امور,-1,5193,المقريزي,ابراهيم,بن,محمد
028,1,سابقة عليه البنية الاساسية لذلك فالمءلفات السابقة للامام المقريزي تعد البنية الاساسية لكتاب اغاءة الامة بكشف الغمة والمورد الرتيسي لمادته فمن خلال معرفة ثقافة الامام المقريزي نستشعر مدي سعة اطلاعه وكثرة علومه علي الكتب السايقة التي تتصل بوضوع كتابه وغير كتابه اي تشتمل عليي موضوعات اخري شتي وكان اطلاعه واسعا واثره في كتابه ل يقل عن اثر تحصيله الشخصي من خلال,-1,5193,المقريزي,ابراهيم,بن,محمد
028,2,مصدر المشاهدة المعاينة وقد اعتمد علي العديد من الكتب السابقة منها علي سبيل المثال كتاب اخبار مصر لايراهيم بن وصيف شاه قال عنه المقريزي وهو كتاب جليل الفاءدة رفيع القدر نقل منه الامام المتريزي العديد من المواقع والمحن التي زلت بالمصريين قيل عصره كما استخدم الامام المقريزي القران الكريم والتوراة دون تصريح واضح ولكن عن طرق ا ا ا ا ا,-1,5193,المقريزي,ابراهيم,بن,محمد
029,0,تاريخ دمشق للحافظ ابن عساكر الدمشقي حيث كر هذا المصدر في نهاية تقله منه حيث قال حتي قيل ان اول من ضرب الدينار والدرهم ادم عليه الصلاة والسلام وقيل لا تصلح المعيشة الا بهما رواه الحافظ ابن عساكر في تاريخ مشق واعتمد الامام المقريزي ايضا علي كتاب التاريخ الكبير للمسبحي حيث قال قال الامير المختار عز الملك محمد بن عبيد,-1,5193,المقريزي,ابراهيم,بن,محمد
029,3,وانظر المخطوطة ص انظر المخطوطة ص انظر المخطرطة ص انظر المخطوطة ص لقد اتحفنا الامام المقريزي بذكر مصادره الغنية التي استوعب منها ما كتبه السابقون له في مواضيعه لكن قضية النقل عن الكتب المءلفة في التاريخ شكلت توعا من الخلاف بين العاملين في هذا الميدان فاتباع مدرسة الحديث وذوو التكوين الشقافي الديني من امثال ابن حجر العسقلاتي والسخاوي علي سبيل,-1,5193,المقريزي,ابراهيم,بن,محمد
029,6,ت ا ر ي خ,-1,5193,المقريزي,ابراهيم,بن,محمد
030,1,عهده ومن بعده بحجة ان التاريخ قد انفصل عن الشريعة ثانيا طرق الاستاد الي المصادر لم تكن طريقة الامام المقريزي في الاسناد الي المصادر واحدة في مادة كتابه اغاءة الامة بكشف الغمة وانما كانت متنوعة كان يصرح باسم المءلف واسم كتابه الذي نقل عنه او يهمل الاسناد الي المصدر وينقل متتابعا دون ان يصرح او عن طريق المشافهة علي التحو,-1,5193,المقريزي,ابراهيم,بن,محمد
030,4,العرض لطريقة نقل الامام المقريزي من مصادره ذاكرا اسم المءلف واسم العا الض لا مل اصا عل الصار ال ملد و كع ا الا ال لها الاما ب اهمال الاسناد الي المصدر دون ذكر اسم المءلف او اسم الكتاب الذي نقل منه كان قول علي سبيل المثال وفي اول شهر رجب سنة ه وقع الغلاء بالديار المصرية في ايام الملك,-1,5193,المقريزي,ابراهيم,بن,محمد
030,6,و ع ل ي,-1,5193,المقريزي,ابراهيم,بن,محمد
031,1,من الماكل بالعفص والبلع اتظر المخطوطة ص انظر المخطوطة ص انظر المخطوطة ص انظر المخطوطة ص احث المبباد امنهجالتاريخيحند المقريزي التاليف التاريخي في عصرالمقريزي من المعروف ان بغداد ظلت طيلة خمسة قرون عاصمة تربط عن طريق الخلافة الاسحية الشرق الاسلامي بالحوض الشرقي للمبحر المتوسط واليحر الاحمر ثقافة وسياسة ومجتمعا ل واقتصادا اتتهت مهمتها تلك بسقوطها بيد المغول فاتتهت كقطب ارتباط,-1,5193,المقريزي,ابراهيم,بن,محمد
031,6,ا ل ن ا ص ر,-1,5193,المقريزي,ابراهيم,بن,محمد
032,3,من علماء المسلمين من كل مكان الي النزوح الي القاهرة حيث الثروة والحياة الطيية وحيث فرص التدريس في مدارسها خاصة ان سلاطين المماليك اكثروا من انشاء المدارس لكي يظهروا شعورهم بالتقوي وتقريهم من العلماء والشعب ولكي يتخذوا من المدرسة اداة تضمن بقاء الحكم في ايديهم وتساعدهم علي دعم مركزهم في اعين الشعب من ناحية اخري وحيث المكتيات الزاخرة بالاف الكتب,-1,5193,المقريزي,ابراهيم,بن,محمد
032,6,ب ا ل م و س و ع ا ت,-1,5193,المقريزي,ابراهيم,بن,محمد
033,1,الي التاريخ واهله مثل الظاهر ببرس وكذلك السلطان الغوري ت ه صاحب المجالس العلمية والدينية التي كان يعقدها بقلعة الجبل وكان لعلم التاريخ فيها نصيب وافر بل نستطيع ان نقول ان دراسة التاريخ كونت جزءا اساسيا من ثقافة المماليك المصريين وتفلغلت في كياتهم وحاولوا التاليف فيه حتي نبغوا في مجال,-1,5193,المقريزي,ابراهيم,بن,محمد
033,4,العصر عصر المقريزي هذا تتابع سلسلة من ابرز المءرخين الذين يعتز هم علم التاريخ علي المستوي العالمي امثال ابن حجر العسقلاني ه ويدر الدين العيني ت ه وابو المحاسن بن تغري بردي ه وابو الخير ححد السخاوي ه ومحمد بن اياس ه وجلال الدين السيوطي ه وشيخ المءرخين الامام المقريزي,-1,5193,المقريزي,ابراهيم,بن,محمد
